target,text,cleaned_text,processed_text
1,@martinboz  didn't know you were watching the new Dr. Who - I like the show (and the  Dr.) too!,did not know you were watching the new dr who i like the show and the dr too,know watching new dr like show dr
1,"@ktabin Exactly, which is why I suggested it. ",exactly which is why i suggested it,exactly suggested
0,@gaudet2 I could tell the shading  - I didn't get any color  m/b the dolphin one I want to get - like that pic in the vid of my son?,i could tell the shading i did not get any color mb the dolphin one i want to get like that pic in the vid of my son,could tell shading get color mb dolphin one want get like pic vid son
0,7 killed in Tehran yesterday? http://edition.cnn.com/2009/WORLD/meast/06/16/iran.elections.protests/index.html  #IranElection,killed in tehran yesterday iranelection,killed tehran yesterday iranelection
0,@DonnieWahlberg Morning! Will you @jasonjmikemgmt be giving out tix to houston as well??  i want 2 make the trip &amp; there is sh*t left! ,morning will you be giving out tix to houston as well i want make the trip amp there is sht left,morning giving tix houston well want make trip amp sht left
0,im annoyd they hav blocked fmylife on the school computers ,im annoyd they hav blocked fmylife on the school computers,im annoyd hav blocked fmylife school computer
0,@doshdosh sadly nothing is safe from spammers and/or marketers ,sadly nothing is safe from spammers andor marketers,sadly nothing safe spammer andor marketer
1,@Volcompunk G'day mate ,g woulday mate,woulday mate
0,Work sucks when your here all day ,work sucks when your here all day,work suck day
1,"Oh, and did I meantion that I bought a Crackberry just after midnight?  Yeah.  Should be here tomorrow afternoon. ",oh and did i meantion that i bought a crackberry just after midnight yeah should be here tomorrow afternoon,oh meantion bought crackberry midnight yeah tomorrow afternoon
1,@RowenaMace are you eating out?  Just posted some great restaurant deals (incl. free meals!)  http://is.gd/QsVG,are you eating out just posted some great restaurant deals incl free meals,eating posted great restaurant deal incl free meal
1,http://twitpic.com/6ap6b - Oatmeal Raisin Cookies ,oatmeal raisin cookies,oatmeal raisin cooky
0,@jiggalee obv i can't call you bc i lost my phone ,obv i cannot call you bc i lost my phone,obv call bc lost phone
0,"@DanggItsDevin hahar, whaaat concert youu goiing too? man yourr lucky  youu couldnt go &amp;&amp; not geht me anything ahar. ",hahar whaaat concert youu goiing too man yourr lucky youu couldnt go ampamp not geht me anything ahar,hahar whaaat concert youu goiing man yourr lucky youu couldnt go ampamp geht anything ahar
0,need to lose weight ,need to lose weight,need lose weight
0,"Meeting fail, nothing resolved. Going to be a rough week ",meeting fail nothing resolved going to be a rough week,meeting fail nothing resolved going rough week
0,Its pourin wit rain... N my clean car is parked out in it ,its pourin wit rain n my clean car is parked out in it,pourin wit rain clean car parked
1,@Mikelangren yeah normally i do when im out with my older cousins but my parents are just stricted! But im a junior! CLASS OF 10! ,yeah normally i do when im out with my older cousins but my parents are just stricted but im a junior class of,yeah normally im older cousin parent stricted im junior class
1,Finally got twitterfon up &amp; running ,finally got twitterfon up amp running,finally got twitterfon amp running
1,Going to the car show today cant wait ,going to the car show today cant wait,going car show today cant wait
0,"@SSnet dope track, but no download? ",dope track but no download,dope track download
0,@Raysa haha! you are soo right.   and... look where I am.,haha you are soo right and look where i am,haha soo right look
0,i think i have an eye infection ,i think i have an eye infection,think eye infection
0,At work my head hurts a little due to my neck! I hate when I sleep wrong! ,at work my head hurts a little due to my neck i hate when i sleep wrong,work head hurt little due neck hate sleep wrong
1,@Gracious_Grace omg!  How mean!  They're adorable!  ,omg how mean they are adorable,omg mean adorable
1,I will be changing the picture of the Flip Flops so you can ALL See what is on this Site so you can see the Products and Colors in there. ,i will be changing the picture of the flip flops so you can all see what is on this site so you can see the products and colors in there,changing picture flip flop see site see product color
1,now holds the Guinness World Record fÃ'm one in 20 Million ,now holds the guinness world record f am one in million,hold guinness world record one million
1,I'm so excited  have a fantastic day,i am so excited have a fantastic day,excited fantastic day
1,"@DarleneVictoria Oh, I hope you and @KenaRoth don't have to wait that long either ",oh i hope you and do not have to wait that long either,oh hope wait long either
0, This mood is more shittysweet then bitter. At least it's FINALLY gettin fixed. UGH.,this mood is more shittysweet then bitter at least it is finally gettin fixed ugh,mood shittysweet bitter least finally gettin fixed ugh
0,MTV awards are not on in my area ,mtv awards are not on in my area,mtv award area
1,@ItsTimCox Thanks so much  I just really wanna hear his commentary! hahaha  I'm almost done watching all TV Whedon. I'm up to Spin t ...,thanks so much i just really wanna hear his commentary hahaha i am almost done watching all tv whedon i am up to spin t,thanks much really wan na hear commentary hahaha almost done watching tv whedon spin
0,@DinaAIE  sorry your saturday is not shaping up to be the best,sorry your saturday is not shaping up to be the best,sorry saturday shaping best
1,found out about the earthquake on twitter.  didnt feel it one bit because i was driving ,found out about the earthquake on twitter didnt feel it one bit because i was driving,found earthquake twitter didnt feel one bit driving
0,"@Personal__Jesus no more ben  it will be a bittersweet show, will you be there?",no more ben it will be a bittersweet show will you be there,ben bittersweet show
1,@waynebrady Happy Birthday!!!!  Hope you have an awesome day!!! ,happy birthday hope you have an awesome day,happy birthday hope awesome day
1,@blitzmegaplex SWEEET! Now that's the kinda news I wanna hear  haha.,sweeet now that is the kinda news i wanna hear haha,sweeet kinda news wan na hear haha
1,work again.... only 3 more days then 2 days of fun at the track ,work again only more days then days of fun at the track,work day day fun track
1,"yay party tonite, tried getting ready for it last night but was so tired. it least i know what i am going to wear ",yay party tonite tried getting ready for it last night but was so tired it least i know what i am going to wear,yay party tonite tried getting ready last night tired least know going wear
1,Movie day ,movie day,movie day
1,"@basseyworld lol, no im not a &quot;logo designer person&quot; per se.. lol, but i happen to be good and everything but a pro at nothing.. ",lol no im not a quotlogo designer personquot per se lol but i happen to be good and everything but a pro at nothing,lol im quotlogo designer personquot per se lol happen good everything pro nothing
1,i love my life but i'm tired so i'm going to bed  goodnight twitter!,i love my life but i am tired so i am going to bed goodnight twitter,love life tired going bed goodnight twitter
1,"@joshgrieve I take it back. You called me last week and I said no. You get a pass this time, but dont let it happen again ",i take it back you called me last week and i said no you get a pass this time but dont let it happen again,take back called last week said get pas time dont let happen
1,"At work, latte is now rushing through my veins  HELLLLOOOOOOO monday!",at work latte is now rushing through my veins hellllooooooo monday,work latte rushing vein hellllooooooo monday
